#Wavelength range: 3800 - 9000   Unit: Angstrom   Type: Air
#Radial velocity: 0 km/s
#Wavelength accuracy upper limit: 5%
#Element/Spectrum: H I, He I-II, O I-IV, C I-IV, Ne I-III, Fe I-III, N I-IV, Si I-IV, Mg I-IV, S I-IV, V I-II, Cr I-II, Ni I-II, Sc I-II, Ti I-II, Ca I-II, Na I-II
#Minimum line strength: -0.5 Type: log(gf)
#Include lines without atomic data: false
#Minimum abundance: no minimum
#Lower level energy range: no restrictions   Unit: cm^-1
#Upper level energy range: no restrictions
#Maximum for principal quantum number n: no restrictions
#Transition types included: E1
#Transitions from auto-ionizing levels: included
wl_air, spc, -lg(gf), tpf, ref
4945.999,	Ni II,	-0.3819,	30,	100
4949.822,	Ni II,	0.0294,	30,	100
4950.111,	Si IV,	-0.3787,	18,	ASD
4950.783,	Ni II,	-0.1759,	30,	100
4954.171,	Ni II,	-0.4365,	30,	100
4955.7069,	O II,	-0.4968,	15,	ASD
4957.2981,	Fe I,	-0.289,	30,	061
4957.5963,	Fe I,	0.3503,	30,	061
4957.6824,	Fe I,	-0.3696,	30,	061
4958.877,	Ni II,	0.4065,	30,	100
4961.54,	Ni II,	-9.0E-4,	30,	100
4962.508,	Ne III,	0.0816,	3,	008
4962.845,	Ni II,	-0.1278,	30,	100
4964.736,	C II,	-0.3304,	24,	ASD
4967.8971,	Fe I,	-0.4868,	30,	061
4968.694,	Ni II,	-0.4584,	30,	100
4971.073,	Ni II,	-0.295,	30,	100
4973.1017,	Fe I,	-0.4828,	30,	061
4974.13,	Ni II,	0.6181,	30,	100
4980.1727,	Ni I,	-0.1093,	ASD,	095
4981.0,		Ni II,	0.233,	30,	100
4981.732,	Ti I,	0.5043,	ASD,	ASD
4982.4995,	Fe I,	0.1553,	30,	061
4983.2505,	Fe I,	-0.1221,	30,	061
4983.8527,	Fe I,	-0.0061,	30,	061
4984.1163,	Ni I,	0.3096,	30,	095
4985.2529,	Fe I,	-0.2581,	30,	061
4986.715,	Ni II,	-0.2692,	30,	100
4987.837,	Ni II,	-0.1113,	30,	100
4988.437,	Ni II,	-0.1337,	30,	100
4989.131,	Ti I,	-0.217,	ASD,	ASD
4989.647,	Ni II,	-0.1898,	30,	100
4991.067,	Ti I,	0.3803,	ASD,	ASD
4991.24,	N II,	-0.1796,	3,	030
4991.969,	S II,	-0.3991,	22,	ASD
4992.024,	Ni II,	0.939,	30,	100
4993.353,	Ni II,	-0.3242,	30,	100
4993.5,		S II,	-0.164,	22,	ASD
4994.36,	N II,	-0.1641,	3,	030
4994.37,	N II,	-0.0978,	12,	030
4999.504,	Ti I,	0.25,	ASD,	ASD
5000.3427,	Ni I,	-0.4347,	ASD,	095
5001.009,	Ti I,	-0.0341,	ASD,	ASD
5001.134,	N II,	0.2575,	12,	030
5001.474,	N II,	0.4348,	12,	030
5001.8633,	Fe I,	0.2227,	30,	061
5003.414,	Ni II,	0.6561,	30,	100
5005.15,	N II,	0.5868,	12,	030
5005.7123,	Fe I,	0.0294,	30,	061
5006.092,	Ni II,	-0.0711,	30,	100
5006.727,	S II,	-0.1695,	3,	ASD
5007.2091,	Ti I,	0.1124,	ASD,	ASD
5007.2746,	Fe I,	-0.2027,	30,	061
5007.328,	N II,	0.1454,	12,	030
5008.334,	Ni II,	0.0792,	30,	100
5009.23,	Ni II,	-0.4401,	30,	100
5009.567,	S II,	-0.2361,	22,	ASD
5009.916,	Ni II,	0.2068,	30,	100
5011.31,	N II,	-0.1813,	3,	030
5011.626,	S II,	0.0745,	3,	ASD
5011.945,	Ni II,	-0.1643,	30,	100
5012.04,	N II,	0.1354,	3,	030
5013.536,	Ni II,	-0.1512,	30,	100
5014.042,	S II,	0.0455,	22,	ASD
5014.2769,	Ti I,	0.108,	ASD,	ASD
5014.62,	Ni II,	0.2279,	30,	100
5014.9425,	Fe I,	0.0756,	30,	061
5015.863,	Ni II,	0.2788,	30,	100
5016.59,	C IV,	-0.4555,	3,	045
5017.576,	Ni I,	-0.0805,	ASD,	095
5017.723,	Ni II,	0.3997,	30,	100
5017.786,	Ni II,	0.1173,	30,	100
5018.0,		Ni II,	0.4249,	30,	100
5018.2815,	Ni I,	-0.2774,	30,	095
5018.35,	C IV,	-0.1546,	3,	045
5019.777,	Ni II,	-0.4377,	30,	100
5019.971,	Ca II,	-0.2623,	1,	ASD
5020.0283,	Ti I,	-0.4152,	ASD,	ASD
5021.471,	Ni II,	0.8722,	30,	100
5022.223,	Ni II,	0.4456,	30,	100
5022.2355,	Fe I,	-0.0947,	30,	061
5022.8709,	Ti I,	-0.4339,	ASD,	ASD
5023.05,	N II,	-0.1666,	3,	030
5026.511,	Ni II,	-0.4067,	30,	100
5028.159,	Ni II,	-0.0329,	30,	100
5028.958,	Ni II,	0.0374,	30,	100
5028.979,	Ni II,	0.7708,	30,	100
5031.021,	Sc II,	-0.3994,	ASD,	ASD
5032.057,	Ni II,	0.4594,	30,	100
5032.128,	C II,	-0.1317,	24,	ASD
5032.434,	S II,	0.1876,	22,	ASD
5033.678,	Ni II,	0.0969,	30,	100
5034.555,	Ni II,	-0.3054,	30,	100
5035.3622,	Ni I,	0.2903,	ASD,	095
5035.519,	Ni II,	0.2625,	30,	100
5035.943,	C II,	-0.3799,	24,	ASD
5035.972,	Ni I,	-0.1337,	30,	095
5036.4685,	Ti I,	0.1301,	ASD,	ASD
5037.762,	Ni II,	-0.1331,	30,	100
5038.3991,	Ti I,	0.0135,	ASD,	ASD
5038.5909,	Ni I,	-0.4413,	30,	095
5038.633,	Ni II,	0.8069,	30,	100
5039.362,	S II,	-0.229,	3,	ASD
5039.847,	Ni II,	-0.1409,	30,	100
5040.345,	Ni II,	0.5211,	30,	100
5041.024,	Si II,	0.2543,	3,	ASD
5041.776,	C II,	-0.2865,	24,	ASD
5042.43,	Ni II,	0.5403,	30,	100
5043.152,	Ni II,	-0.091,	30,	100
5043.353,	Ni II,	0.2967,	30,	100
5044.356,	C II,	0.4837,	24,	ASD
5044.975,	C II,	-0.388,	24,	ASD
5045.099,	N II,	-0.4134,	12,	030
5045.537,	Ni II,	-0.4034,	30,	100
5047.117,	C II,	0.0802,	24,	ASD
5047.377,	Ni II,	0.2455,	30,	100
5047.749,	Ni II,	0.316,	30,	100
5048.768,	Ni II,	-0.3615,	30,	100
5048.8471,	Ni I,	-0.3683,	ASD,	095
5049.235,	Ni II,	-0.1029,	30,	100
5049.243,	C II,	-0.4932,	24,	ASD
5049.936,	Ni II,	-0.1379,	30,	100
5050.885,	Ni II,	0.2355,	30,	100
5052.997,	Ni II,	0.3324,	30,	100
5053.988,	Ni II,	-0.27,	30,	100
5054.226,	Fe III,	-0.4989,	30,	ASD
5055.984,	Si II,	0.5083,	3,	ASD
5056.194,	Ni II,	0.4594,	30,	100
5056.317,	Si II,	-0.446,	3,	ASD
5057.171,	Ni II,	-0.4685,	30,	100
5058.376,	Ni II,	0.8,	30,	100
5058.73,	N III,	0.1327,	3,	ASD
5058.96,	N III,	0.2454,	3,	ASD
5059.2,		Ni II,	0.5302,	30,	100
5061.078,	Ni II,	0.2989,	30,	100
5062.1121,	Ti I,	-0.4639,	ASD,	ASD
5064.081,	Ti I,	-0.2596,	ASD,	ASD
5064.911,	Ni II,	0.2041,	30,	100
5065.981,	Ni II,	-0.0419,	30,	100
5069.156,	Fe III,	-0.3726,	30,	ASD
5069.761,	Ni II,	-0.2248,	30,	100
5071.499,	Ni II,	-0.2741,	30,	100
5072.608,	Ni II,	-0.2358,	30,	100
5073.978,	Ni II,	-0.1759,	30,	100
5075.73,	Ni II,	-0.1101,	30,	100
5077.668,	Fe III,	-0.1772,	30,	ASD
5077.787,	Ni II,	-0.172,	30,	100
5078.922,	Fe III,	-0.0851,	30,	ASD
5078.9745,	Fe I,	-0.2916,	30,	061
5080.001,	Ni II,	0.4533,	30,	100
5080.5325,	Ni I,	0.1345,	ASD,	095
5081.1104,	Ni I,	0.2981,	ASD,	095
5082.199,	Ni II,	0.4456,	30,	100
5082.746,	Ni II,	-0.2628,	30,	100
5084.0958,	Ni I,	-0.0841,	30,	095
5084.574,	Ni II,	0.2175,	30,	100
5085.78,	Ni II,	0.1959,	30,	100
5087.335,	Ni II,	0.6972,	30,	100
5088.884,	Ni II,	-0.082,	30,	100
5090.7732,	Fe I,	-0.4103,	ASD,	061
5093.621,	Fe III,	0.0969,	30,	ASD
5094.573,	Fe III,	-0.4437,	30,	ASD
5096.108,	Ni II,	-0.3788,	30,	100
5096.9978,	Fe I,	-0.2676,	30,	061
5099.339,	Fe III,	-0.4437,	30,	ASD
5099.9305,	Ni I,	-0.2358,	30,	095
5100.369,	Fe III,	-0.2676,	30,	ASD
5100.635,	Fe III,	-0.295,	30,	ASD
5103.332,	S II,	-0.4553,	22,	ASD
5104.143,	Ni II,	-0.2351,	30,	100
5105.138,	Ni II,	0.3444,	30,	100
5105.321,	Fe III,	-0.083,	30,	ASD
5107.449,	Ni II,	0.4031,	30,	100
5107.809,	C II,	-0.4729,	24,	ASD
5108.84,	Fe III,	-0.3002,	30,	ASD
5111.068,	Fe III,	0.0934,	30,	ASD
5111.709,	Fe III,	-0.251,	30,	ASD
5111.732,	Ni II,	-0.1778,	30,	100
5113.646,	C II,	0.4436,	24,	ASD
5113.76,	Si III,	0.0221,	3,	ASD
5113.866,	Si III,	0.1402,	3,	ASD
5114.117,	Si III,	0.2553,	3,	ASD
5114.256,	C II,	0.221,	24,	ASD
5115.3922,	Ni I,	-0.1095,	ASD,	095
5116.431,	Fe III,	-0.1759,	30,	ASD
5117.049,	Ni II,	0.0414,	30,	100
5122.27,	C II,	-0.3846,	24,	ASD
5124.141,	Fe III,	-0.2329,	30,	ASD
5125.1169,	Fe I,	-0.1444,	ASD,	061
5125.504,	Ni II,	-0.1192,	30,	100
5125.604,	Fe III,	-0.0462,	30,	ASD
5125.872,	Ni II,	0.2148,	30,	100
5126.13,	S II,	-0.3558,	3,	ASD
5126.8255,	Ni I,	-0.2132,	30,	095
5127.652,	Ni II,	0.2148,	30,	100
5128.134,	Ni II,	-0.3947,	30,	100
5130.902,	Ni II,	-0.3316,	30,	100
5132.947,	C II,	-0.2329,	24,	ASD
5133.282,	C II,	-0.1936,	24,	ASD
5133.6882,	Fe I,	0.1423,	ASD,	061
5134.286,	Ni II,	0.3181,	30,	100
5136.106,	Fe III,	-0.2518,	30,	ASD
5136.114,	Fe III,	0.0569,	30,	ASD
5136.826,	Ni II,	0.3909,	30,	100
5137.3819,	Fe I,	-0.4068,	ASD,	061
5139.4623,	Fe I,	-0.3778,	30,	061
5139.623,	Cr I,	-0.443,	ASD,	ASD
5139.922,	Ni II,	0.5024,	30,	100
5141.553,	Ni II,	-0.4425,	30,	100
5142.529,	Ni II,	0.5922,	30,	100
5142.5407,	Fe I,	-0.317,	30,	061
5142.7764,	Ni I,	-0.1169,	30,	095
5142.807,	Ni II,	-0.341,	30,	100
5142.807,	Ne III,	-0.3558,	3,	008
5142.928,	Ni I,	-0.4711,	30,	095
5143.053,	Ni II,	0.1139,	30,	100
5143.495,	C II,	-0.2224,	24,	ASD
5144.04,	Ni II,	0.382,	30,	100
5145.165,	C II,	0.1798,	24,	ASD
5146.4821,	Ni I,	0.0607,	30,	095
5149.368,	Fe III,	0.0864,	30,	ASD
5150.899,	Ni II,	-0.1739,	30,	100
5151.085,	C II,	-0.1769,	24,	ASD
5155.764,	Ni I,	-0.0918,	ASD,	095
5157.154,	Ni II,	-0.4776,	30,	100
5158.956,	Ni II,	-0.4413,	30,	100
5159.941,	O II,	-0.4921,	15,	ASD
5162.2726,	Fe I,	0.0234,	ASD,	061
5162.819,	Ni II,	-0.2774,	30,	100
5165.4104,	Fe I,	-0.003,	30,	061
5168.05,	N II,	-0.2136,	3,	030
5168.6589,	Ni I,	-0.104,	30,	095
5169.563,	Ni II,	-0.1858,	30,	100
5170.16,	N II,	-0.1046,	3,	030
5171.27,	N II,	-0.4569,	3,	030
5171.47,	N II,	0.2121,	3,	030
5172.34,	N II,	0.0814,	3,	030
5172.6844,	Mg I,	-0.3911,	17,	ASD
5172.97,	N II,	-0.2197,	3,	030
5173.39,	N II,	0.3154,	3,	030
5174.46,	N II,	0.0077,	3,	030
5175.89,	N II,	0.509,	3,	030
5176.5604,	Ni I,	-0.4416,	ASD,	095
5177.06,	N II,	-0.22,	3,	030
5179.34,	N II,	0.4967,	3,	030
5179.52,	N II,	0.675,	3,	030
5180.36,	N II,	-0.0654,	3,	030
5181.89,	Si II,	0.2573,	3,	ASD
5183.2,		N II,	-0.0899,	3,	030
5183.6043,	Mg I,	-0.1686,	17,	ASD
5184.127,	Ni II,	-0.0778,	30,	100
5184.96,	N II,	-0.0446,	3,	030
5185.23,	Si II,	0.4611,	3,	ASD
5185.52,	Si II,	-0.3137,	3,	ASD
5185.555,	Si II,	-0.4264,	3,	ASD
5188.8442,	Ca I,	0.164,	3,	ASD
5190.38,	N II,	-0.1912,	3,	030
5190.708,	Fe III,	-0.1152,	30,	ASD
5191.4544,	Fe I,	-0.4437,	30,	061
5192.002,	Cr I,	-0.402,	ASD,	ASD
5192.016,	Ni II,	-0.399,	30,	100
5192.3437,	Fe I,	-0.2959,	30,	061
5192.86,	Si II,	0.6453,	3,	ASD
5192.965,	V I,	0.2882,	ASD,	ASD
5195.345,	V I,	-0.1279,	ASD,	ASD
5195.472,	Fe I,	-0.0862,	30,	061
5196.482,	Cr I,	-0.2719,	ASD,	ASD
5197.236,	Si III,	-0.3003,	uU3,	ASD
5200.41,	N IV,	-0.2672,	3,	ASD
5201.027,	S II,	0.0887,	22,	ASD
5201.038,	Ni II,	0.5277,	30,	100
5202.66,	Si II,	-0.1424,	3,	ASD
5202.68,	Si II,	0.8084,	3,	ASD
5204.28,	N IV,	0.0036,	3,	ASD
5204.39,	Ni II,	0.1335,	30,	100
5204.506,	Cr I,	-0.2073,	ASD,	ASD
5206.038,	Cr I,	0.019,	ASD,	ASD
5206.651,	O II,	-0.1593,	15,	ASD
5206.726,	Ni II,	-0.1409,	30,	100
5208.419,	Cr I,	0.1588,	ASD,	ASD
5210.458,	Fe III,	-0.0762,	30,	ASD
5212.62,	S II,	0.3162,	22,	ASD
5213.909,	S III,	-0.1841,	19,	ASD
5215.63,	N III,	-0.2172,	3,	ASD
5218.103,	Fe III,	0.4757,	30,	ASD
5218.13,	Fe III,	-0.06,	30,	ASD
5218.179,	Fe III,	-0.2749,	30,	ASD
5219.132,	Fe III,	-0.1568,	30,	ASD
5219.307,	S III,	-0.1398,	19,	ASD
5219.37,	Si II,	-0.0278,	3,	ASD
5222.006,	Fe III,	-0.1752,	30,	ASD
5222.431,	Fe III,	-0.4881,	30,	ASD
5223.34,	N III,	0.062,	3,	ASD
5224.301,	Ti I,	0.2099,	ASD,	ASD
5224.743,	Ni II,	-0.2111,	30,	100
5225.65,	Fe III,	-0.2933,	30,	ASD
5226.207,	Fe III,	-0.1238,	30,	ASD
5226.29,	S IV,	-0.4849,	3,	ASD
5226.8615,	Fe I,	-0.4341,	30,	061
5227.83,	Fe III,	-0.1238,	30,	ASD
5228.632,	Fe III,	-0.4225,	30,	ASD
5228.64,	Fe III,	-0.0969,	30,	ASD
5229.143,	Fe III,	-0.1851,	30,	ASD
5229.411,	Fe III,	-0.153,	30,	ASD
5229.518,	Ni II,	-0.3819,	30,	100
5229.866,	Fe I,	-0.3098,	30,	061
5230.774,	Fe III,	0.0969,	30,	ASD
5232.94,	Fe I,	0.0645,	30,	061
5234.071,	V I,	0.304,	ASD,	ASD
5235.219,	Fe III,	-0.2321,	30,	ASD
5235.3873,	Fe I,	-0.3872,	30,	061
5235.658,	Fe III,	-0.1688,	30,	ASD
5240.29,	Si II,	-0.1368,	3,	ASD
5240.554,	Fe III,	-0.1818,	30,	ASD
5240.862,	V I,	0.3276,	ASD,	ASD
5241.494,	Fe III,	-0.4389,	30,	ASD
5243.306,	Fe III,	0.3444,	30,	ASD
5247.9558,	Fe II,	0.6247,	ASD,	094
5249.112,	C III,	-0.3161,	3,	ASD
5249.528,	C II,	-0.2205,	24,	ASD
5253.559,	C II,	-0.2192,	24,	ASD
5254.564,	Fe III,	-0.4283,	30,	ASD
5254.644,	Fe III,	-0.457,	3,	ASD
5257.236,	C II,	0.8631,	24,	ASD
5257.65,	Si II,	-0.4763,	3,	ASD
5259.056,	C II,	0.6109,	24,	ASD
5259.664,	C II,	-0.0884,	24,	ASD
5259.758,	C II,	0.2956,	24,	ASD
5260.001,	Ti I,	-0.1751,	ASD,	ASD
5261.763,	Cr I,	-0.3135,	ASD,	ASD
5262.2413,	Ca I,	-0.4533,	17,	ASD
5262.52,	N III,	-0.2501,	3,	ASD
5264.22,	Mg II,	-0.3847,	18,	ASD
5265.5562,	Ca I,	-0.101,	17,	ASD
5266.5546,	Fe I,	-0.2419,	30,	061
5268.301,	O III,	-0.366,	12,	039
5269.04,	N III,	0.0047,	3,	ASD
5269.83,	Si II,	-0.4773,	3,	ASD
5270.2702,	Ca I,	0.1704,	17,	ASD
5272.007,	Cr I,	-0.4214,	ASD,	ASD
5272.369,	Fe III,	-0.4868,	30,	ASD
5272.522,	C III,	-0.4871,	3,	ASD
5272.9,		Fe III,	-0.3468,	30,	ASD
5272.975,	Fe III,	0.5378,	30,	ASD
5276.476,	Fe III,	-0.067,	30,	ASD
5278.198,	Fe III,	-0.401,	3,	ASD
5282.297,	Fe III,	0.0453,	30,	ASD
5283.621,	Fe I,	-0.3098,	30,	061
5284.827,	Fe III,	0.3802,	30,	ASD
5288.887,	Fe III,	-0.4598,	3,	ASD
5290.071,	Fe III,	-0.4294,	30,	ASD
5295.15,	Si II,	-0.1114,	3,	ASD
5297.376,	Cr I,	0.1673,	ASD,	ASD
5297.968,	Cr I,	-0.0535,	ASD,	ASD
5298.114,	Fe III,	0.2355,	30,	ASD
5298.923,	Ni II,	-0.4271,	30,	100
5299.926,	Fe III,	-0.2292,	30,	ASD
5302.29,	Fe III,	-0.4029,	3,	ASD
5302.602,	Fe III,	-0.1818,	30,	ASD
5303.736,	Fe III,	-0.16,	3,	ASD
5304.55,	C III,	-0.0057,	3,	ASD
5304.93,	C III,	0.1124,	3,	ASD
5304.971,	Si IV,	-0.4951,	18,	ASD
5305.54,	C III,	0.2275,	3,	ASD
5306.757,	Fe III,	-0.4034,	30,	ASD
5309.922,	Fe III,	0.3181,	30,	ASD
5310.878,	Fe III,	0.0682,	30,	ASD
5320.2,		N II,	-0.2715,	3,	030
5320.723,	S II,	0.4314,	22,	ASD
5320.87,	N III,	0.286,	3,	ASD
5320.96,	N II,	-0.2716,	3,	030
5322.74,	Fe III,	-0.0381,	30,	ASD
5324.1788,	Fe I,	0.0212,	30,	061
5327.19,	N III,	0.1306,	3,	ASD
5327.821,	Ni II,	0.0414,	30,	100
5328.377,	Cr I,	0.4631,	ASD,	ASD
5329.124,	Fe III,	-0.2434,	30,	ASD
5329.142,	Cr I,	-0.0642,	ASD,	ASD
5330.733,	Fe III,	-0.1811,	30,	ASD
5330.798,	Fe III,	0.017,	30,	ASD
5338.73,	N II,	-0.2573,	3,	030
5339.188,	Ca II,	-0.3125,	1,	ASD
5339.188,	Ca II,	-0.4252,	1,	ASD
5340.21,	N II,	-0.2574,	3,	030
5340.535,	Fe III,	-0.2588,	30,	ASD
5340.652,	Ni II,	0.1847,	30,	100
5342.38,	C II,	-0.4442,	24,	ASD
5342.5,		C II,	-0.331,	24,	ASD
5343.112,	Ni II,	0.1303,	30,	100
5344.446,	Fe III,	-0.2351,	30,	ASD
5345.712,	S II,	0.2898,	22,	ASD
5346.882,	Fe III,	-0.4473,	30,	ASD
5349.4654,	Ca I,	-0.3807,	17,	ASD
5350.831,	Fe III,	-0.4271,	30,	ASD
5351.08,	Ti I,	0.0096,	ASD,	ASD
5351.23,	N II,	0.0427,	3,	030
5351.773,	Ni II,	0.0043,	30,	100
5352.65,	Fe III,	-0.3458,	30,	ASD
5353.719,	Fe III,	0.1669,	3,	ASD
5354.85,	Si II,	-0.4811,	3,	ASD
5355.004,	Fe III,	0.4375,	3,	ASD
5357.337,	Ni II,	-0.3143,	30,	100
5357.518,	Fe III,	-0.4271,	30,	ASD
5361.541,	Ni II,	-0.4622,	30,	100
5363.367,	Fe III,	-0.0141,	30,	ASD
5363.764,	Fe III,	0.1673,	30,	ASD
5363.764,	Fe III,	-0.2007,	30,	ASD
5364.871,	Fe I,	0.2207,	ASD,	061
5365.14,	Ni II,	-0.4225,	30,	100
5367.466,	Fe I,	0.3533,	ASD,	061
5368.059,	Fe III,	0.0864,	30,	ASD
5369.9613,	Fe I,	0.3495,	ASD,	061
5371.3304,	Ni I,	-0.3145,	ASD,	095
5375.471,	Fe III,	0.4014,	30,	ASD
5380.47,	Si II,	-0.4093,	3,	ASD
5382.353,	Fe III,	-0.4935,	30,	ASD
5383.3686,	Fe I,	0.5003,	ASD,	061
5388.376,	Fe III,	-0.1515,	3,	ASD
5389.4789,	Fe I,	-0.4018,	ASD,	061
5394.496,	Ni II,	-0.4724,	30,	100
5400.5013,	Fe I,	-0.1495,	ASD,	061
5400.613,	Cr I,	-0.4559,	ASD,	ASD
5400.733,	S II,	-0.3735,	3,	ASD
5401.521,	Mg II,	-0.4516,	1,	ASD
5401.556,	Mg II,	-0.339,	1,	ASD
5402.034,	Fe III,	0.0,	30,	ASD
5402.484,	Ni II,	-0.1158,	30,	100
5404.1175,	Fe I,	0.248,	30,	061
5404.1514,	Fe I,	0.5809,	30,	061
5405.3,		Si II,	0.1627,	3,	ASD
5410.9098,	Fe I,	0.2781,	ASD,	061
5411.52,	He II,	0.3214,	28,	007
5415.029,	Fe III,	0.1474,	3,	ASD
5415.199,	Fe I,	0.5055,	ASD,	061
5415.249,	V I,	0.2808,	ASD,	ASD
5417.24,	Si II,	-0.1181,	3,	ASD
5424.0679,	Fe I,	0.5198,	ASD,	061
5424.31,	N IV,	-0.0465,	3,	ASD
5425.9,		O IV,	-0.039,	3,	ASD
5428.655,	S II,	-0.1763,	22,	ASD
5428.94,	Si II,	-0.1334,	3,	ASD
5432.797,	S II,	0.2049,	22,	ASD
5432.92,	Si II,	-0.1337,	3,	ASD
5438.65,	Si II,	0.2672,	3,	ASD
5439.341,	Ni II,	-0.2147,	30,	100
5441.912,	Fe III,	-0.0589,	3,	ASD
5445.0421,	Fe I,	-0.0095,	ASD,	061
5447.31,	Si II,	-0.0277,	3,	ASD
5451.455,	Si III,	0.0117,	u3,	ASD
5451.96,	Si III,	-0.3406,	u3,	ASD
5453.1,		O IV,	0.2141,	3,	ASD
5453.855,	S II,	0.4422,	22,	ASD
5454.61,	Si II,	-0.1243,	3,	ASD
5455.4541,	Fe I,	0.3284,	30,	061
5456.44,	Si II,	0.5456,	3,	ASD
5458.661,	Fe III,	-0.2821,	3,	ASD
5462.9598,	Fe I,	-0.0448,	30,	061
5463.2756,	Fe I,	0.1104,	ASD,	061
5463.7,		C IV,	-0.2879,	1,	045
5463.7,		C IV,	-0.4428,	1,	045
5466.461,	Si II,	-0.2369,	3,	ASD
5466.894,	Si II,	-0.0821,	3,	ASD
5469.23,	Si II,	0.1756,	3,	ASD
5470.0,		C IV,	-0.0888,	1,	045
5470.0,		C IV,	-0.2015,	1,	045
5471.1,		C IV,	0.0372,	1,	"045,	070"
5471.1,		C IV,	-0.0517,	1,	"045,	070"
5471.1,		C IV,	-0.0055,	1,	070
5471.1,		C IV,	0.068,	1,	070
5471.2,		C IV,	-0.1435,	1,	070
5471.2,		C IV,	-0.0807,	1,	070
5473.042,	Si III,	0.281,	u3,	ASD
5473.614,	S II,	-0.2256,	22,	ASD
5476.5645,	Fe I,	-0.316,	30,	061
5478.218,	S II,	-0.4693,	3,	ASD
5478.587,	C II,	0.1442,	24,	ASD
5478.741,	Ni II,	-0.3363,	30,	100
5478.78,	Si II,	-0.104,	3,	ASD
5482.538,	Fe III,	-0.1748,	3,	ASD
5485.911,	C II,	-0.2728,	24,	ASD
5487.7451,	Fe I,	-0.317,	30,	061
5487.908,	V I,	0.1173,	ASD,	ASD
5488.28,	S IV,	0.1087,	R3,	ASD
5490.111,	Si III,	-0.4685,	u3,	ASD
5494.021,	Fe III,	-0.4074,	3,	ASD
5495.655,	N II,	-0.22,	12,	030
5496.51,	Si II,	0.3495,	3,	ASD
5496.818,	Ni II,	-0.295,	30,	100
5497.78,	S IV,	0.3632,	R3,	ASD
5503.8965,	Ti I,	0.0267,	ASD,	ASD
5506.1986,	Fe II,	0.9501,	ASD,	094
5507.207,	Ni II,	-0.0701,	30,	100
5507.757,	V I,	0.1052,	ASD,	ASD
5509.705,	S II,	-0.1739,	22,	ASD
5512.9802,	Ca I,	-0.3869,	3,	ASD
5519.534,	Fe III,	-0.4672,	30,	ASD
5520.418,	S II,	-0.2174,	3,	ASD
5521.635,	Fe III,	-0.3071,	30,	ASD
5521.674,	Fe III,	-0.2,	30,	ASD
5526.23,	N II,	-0.3127,	3,	030
5526.79,	Sc II,	0.0247,	ASD,	ASD
5528.4047,	Mg I,	-0.3903,	3,	ASD
5530.24,	N II,	0.113,	3,	030
5535.35,	N II,	0.3978,	3,	030
5535.38,	N II,	-0.2043,	3,	030
5539.926,	Si III,	-0.4724,	u3,	ASD
5543.47,	N II,	-0.0922,	3,	030
5551.92,	N II,	-0.1898,	3,	030
5554.8945,	Fe I,	-0.4408,	ASD,	061
5564.958,	S II,	-0.3337,	22,	ASD
5565.7043,	Fe I,	-0.2133,	30,	061
5569.6181,	Fe I,	-0.3151,	30,	061
5572.8424,	Fe I,	-0.082,	30,	061
5576.661,	Si II,	-0.3799,	3,	ASD
5586.7556,	Fe I,	0.0969,	30,	061
5588.7494,	Ca I,	0.3202,	17,	ASD
5592.146,	Ni I,	-0.4989,	30,	095
5592.252,	O III,	-0.3612,	12,	039
5592.875,	Ni II,	-0.3757,	30,	100
5594.4621,	Ca I,	0.0668,	17,	ASD
5595.276,	Ni II,	-0.2434,	30,	100
5596.616,	Ni II,	-0.4868,	30,	100
5598.287,	Fe I,	-0.3735,	ASD,	061
5598.4804,	Ca I,	-0.1218,	17,	ASD
5599.45,	Ni II,	-0.4225,	30,	100
5606.151,	S II,	0.1226,	22,	ASD
5615.6439,	Fe I,	0.233,	30,	061
5627.633,	V I,	-0.3633,	ASD,	ASD
5630.409,	Ni II,	-0.4045,	30,	100
5633.499,	Ni II,	0.29,	30,	100
5633.9462,	Fe I,	-0.2503,	30,	061
5639.477,	Si II,	-0.2087,	3,	ASD
5639.977,	S II,	0.2583,	22,	ASD
5640.346,	S II,	-0.0349,	22,	ASD
5645.477,	Ni II,	0.2304,	30,	100
5647.02,	S II,	0.0215,	22,	ASD
5647.247,	Ni II,	-0.4056,	30,	100
5648.07,	C II,	-0.428,	24,	ASD
5648.567,	Ti I,	-0.2518,	ASD,	ASD
5649.309,	Ni II,	-0.3179,	30,	100
5655.4897,	Fe I,	-0.4365,	30,	061
5660.001,	S II,	-0.2202,	22,	ASD
5661.389,	Fe III,	0.3365,	30,	ASD
5662.162,	Ti I,	-0.1092,	ASD,	ASD
5662.46,	C II,	-0.2765,	24,	ASD
5662.5162,	Fe I,	-0.4698,	30,	061
5663.9846,	Ni I,	-0.4312,	ASD,	095
5664.773,	S II,	-0.4249,	22,	ASD
5665.258,	Fe III,	-0.4647,	30,	ASD
5666.629,	N II,	-0.0805,	12,	030
5667.394,	Ni II,	-0.0788,	30,	100
5669.563,	Si II,	0.1813,	3,	ASD
5672.13,	Fe III,	-0.4609,	30,	ASD
5672.896,	Fe III,	0.1106,	30,	ASD
5672.99,	Ni II,	-0.2197,	30,	100
5674.487,	Ni II,	-0.3862,	30,	100
5676.017,	N II,	-0.3923,	12,	030
5678.367,	Fe III,	-0.1278,	30,	ASD
5679.558,	N II,	0.2251,	12,	030
