#Wavelength range: 3800 - 9000   Unit: Angstrom   Type: Air
#Radial velocity: 0 km/s
#Wavelength accuracy upper limit: 5%
#Element/Spectrum: H I, He I-II, O I-IV, C I-IV, Ne I-III, Fe I-III, N I-IV, Si I-IV, Mg I-IV, S I-IV, V I-II, Cr I-II, Ni I-II, Sc I-II, Ti I-II, Ca I-II, Na I-II
#Minimum line strength: -0.5 Type: log(gf)
#Include lines without atomic data: false
#Minimum abundance: no minimum
#Lower level energy range: no restrictions   Unit: cm^-1
#Upper level energy range: no restrictions
#Maximum for principal quantum number n: no restrictions
#Transition types included: E1
#Transitions from auto-ionizing levels: included
wl_air, spc, -lg(gf), tpf, ref
4249.733,	Fe III,	-0.4802,	30,	ASD
4250.11917,	Fe I,	-0.3019,	30,	061
4250.213,	Fe III,	0.5378,	30,	ASD
4251.478,	Fe III,	0.6599,	30,	ASD
4251.99,	Fe III,	-0.3526,	30,	ASD
4253.483,	Fe III,	0.4441,	30,	ASD
4253.499,	S III,	0.0709,	19,	ASD
4254.332,	Cr I,	-0.1137,	ASD,	ASD
4256.333,	Fe III,	0.3264,	30,	ASD
4256.59,	Fe III,	0.3784,	30,	ASD
4257.379,	S II,	0.2473,	3,	ASD
4258.337,	Fe III,	-0.4828,	30,	ASD
4258.821,	Fe III,	0.1584,	30,	ASD
4259.216,	Fe III,	-0.3063,	30,	ASD
4260.47,	S IV,	-0.2481,	3,	ASD
4260.47399,	Fe I,	0.1461,	30,	061
4261.39,	Fe III,	0.2305,	30,	ASD
4261.989,	Ne III,	0.1038,	3,	008
4263.143,	Cr I,	0.4722,	ASD,	ASD
4263.178,	Fe III,	-0.4698,	30,	ASD
4263.385,	Fe III,	0.0128,	30,	ASD
4264.6,		O IV,	-0.3489,	UR3,	ASD
4265.233,	Ne III,	-0.1184,	3,	008
4266.205,	Ti I,	-0.3735,	ASD,	ASD
4266.771,	Fe III,	0.1818,	30,	ASD
4267.001,	C II,	0.553,	24,	ASD
4267.183,	C II,	0.7087,	24,	ASD
4267.762,	S II,	0.3029,	3,	ASD
4268.637,	V I,	0.662,	ASD,	ASD
4269.725,	S II,	-0.0987,	3,	ASD
4271.15345,	Fe I,	-0.2549,	30,	061
4271.55,	V I,	0.4987,	ASD,	ASD
4271.76011,	Fe I,	-0.1634,	ASD,	061
4273.37,	Fe III,	0.243,	30,	ASD
4273.41,	Fe III,	0.4886,	30,	ASD
4274.796,	Cr I,	-0.2298,	ASD,	ASD
4276.952,	V I,	0.4115,	ASD,	ASD
4278.506,	S II,	-0.0995,	3,	ASD
4280.422,	Cr I,	0.2873,	ASD,	ASD
4280.583,	Ne II,	-0.2599,	ASD,	025
4282.593,	S II,	0.0072,	3,	ASD
4283.0106,	Ca I,	-0.1897,	17,	ASD
4284.045,	V I,	0.4221,	ASD,	ASD
4284.904,	S III,	-0.273,	19,	ASD
4285.0,		Ti I,	-0.3559,	ASD,	ASD
4285.703,	C II,	-0.4315,	24,	ASD
4286.13,	Fe III,	0.3766,	30,	ASD
4286.16,	Fe III,	0.7084,	30,	ASD
4287.4051,	Ti I,	-0.4409,	ASD,	ASD
4287.9946,	Ni I,	-0.1518,	30,	095
4289.0692,	Ti I,	-0.3831,	ASD,	ASD
4289.3668,	Ca I,	-0.2828,	17,	ASD
4289.716,	Cr I,	-0.3604,	ASD,	ASD
4290.9293,	Ti I,	-0.4285,	ASD,	ASD
4291.814,	V I,	0.532,	ASD,	ASD
4291.815,	C II,	-0.2976,	24,	ASD
4291.941,	Cr I,	-0.4794,	ASD,	ASD
4294.402,	S II,	0.5801,	3,	ASD
4295.7511,	Ti I,	-0.4439,	ASD,	ASD
4296.098,	V I,	0.4079,	ASD,	ASD
4296.85,	Fe III,	0.8888,	30,	ASD
4296.85,	Fe III,	0.4281,	30,	ASD
4297.675,	V I,	0.2877,	ASD,	ASD
4297.744,	Cr I,	0.2467,	ASD,	ASD
4298.028,	V I,	0.2378,	ASD,	ASD
4298.06,	Cr I,	-0.1881,	ASD,	ASD
4298.9883,	Ca I,	-0.3984,	17,	ASD
4299.23438,	Fe I,	-0.3676,	30,	061
4300.498,	Cr I,	-0.433,	ASD,	ASD
4301.177,	Cr I,	-0.1875,	ASD,	ASD
4302.5278,	Ca I,	0.2969,	17,	ASD
4304.75,	Fe III,	0.3909,	30,	ASD
4304.77,	Fe III,	1.0414,	30,	ASD
4307.7439,	Ca I,	-0.2789,	17,	ASD
4307.90188,	Fe I,	-0.0696,	ASD,	061
4310.36,	Fe III,	0.2041,	30,	ASD
4310.36,	Fe III,	1.1732,	30,	ASD
4313.106,	C II,	-0.3722,	3,	ASD
4314.083,	Sc II,	-0.0962,	ASD,	ASD
4314.102,	Si IV,	-0.2294,	18,	ASD
4315.5,		C III,	0.3593,	3,	ASD
4315.5,		C III,	-0.3731,	3,	ASD
4315.5,		C III,	0.53,	3,	ASD
4315.5,		C III,	0.6903,	3,	ASD
4315.5,		C III,	-0.3731,	3,	ASD
4317.1388,	O II,	-0.3679,	15,	ASD
4317.265,	C II,	-0.0046,	3,	ASD
4318.606,	C II,	-0.4108,	24,	ASD
4318.643,	S II,	-0.0702,	3,	ASD
4318.6517,	Ca I,	-0.1822,	17,	ASD
4319.6295,	O II,	-0.3714,	15,	ASD
4320.732,	Sc II,	-0.2518,	ASD,	ASD
4324.996,	Sc II,	-0.4413,	ASD,	ASD
4325.76175,	Fe I,	-0.0077,	ASD,	061
4325.832,	C II,	-0.3815,	24,	ASD
4326.164,	C II,	-0.4175,	24,	ASD
4327.46,	O II,	0.0568,	3,	ASD
4328.177,	Si IV,	0.0748,	18,	ASD
4328.591,	O II,	-0.2022,	3,	ASD
4331.176,	O II,	0.1309,	3,	ASD
4331.857,	O II,	-0.1355,	3,	ASD
4338.671,	He II,	-0.417,	28,	007
4340.463,	H I,	-0.4466,	28,	007
4342.826,	V I,	-0.4022,	ASD,	ASD
4344.28,	O IV,	0.89,	3,	ASD
4344.28,	O IV,	0.7773,	3,	ASD
4345.5599,	O II,	-0.3425,	15,	ASD
4345.81,	N III,	-0.3863,	3,	ASD
4347.224,	O II,	-0.126,	3,	ASD
4347.413,	O II,	0.001,	15,	ASD
4349.4261,	O II,	0.0727,	15,	ASD
4351.26,	O II,	0.2024,	15,	ASD
4351.755,	Cr I,	-0.426,	ASD,	ASD
4354.968,	V I,	-0.3528,	ASD,	ASD
4355.079,	Ca I,	-0.2058,	3,	ASD
4363.133,	Cr I,	-0.4951,	ASD,	ASD
4366.8947,	O II,	-0.3331,	15,	ASD
4369.2716,	O II,	-0.3824,	15,	ASD
4372.04,	Fe III,	0.6042,	30,	ASD
4372.1,		Fe III,	0.0492,	30,	ASD
4372.13,	Fe III,	0.7459,	30,	ASD
4372.31,	Fe III,	0.2122,	30,	ASD
4372.31,	Fe III,	0.8842,	30,	ASD
4372.375,	C II,	0.0548,	24,	ASD
4372.5,		Fe III,	0.2201,	30,	ASD
4372.501,	C II,	-0.04,	24,	ASD
4372.515,	C II,	-0.0441,	24,	ASD
4372.54,	Fe III,	1.0128,	30,	ASD
4372.78,	Fe III,	0.0607,	30,	ASD
4372.82,	Fe III,	1.1303,	30,	ASD
4373.653,	Cr I,	-0.1408,	ASD,	ASD
4374.166,	Cr I,	-0.4879,	ASD,	ASD
4374.281,	C II,	0.6352,	24,	ASD
4374.457,	Sc II,	-0.4175,	ASD,	ASD
4375.008,	C II,	-0.0585,	24,	ASD
4376.582,	C II,	0.3121,	24,	ASD
4376.797,	Cr I,	0.0775,	ASD,	ASD
4378.99,	N III,	0.8931,	3,	ASD
4379.2,		N III,	1.0057,	3,	ASD
4379.23,	V I,	0.5795,	ASD,	ASD
4379.401,	Ne II,	-0.3369,	ASD,	025
4379.552,	Ne II,	0.8014,	ASD,	025
4384.712,	V I,	0.5014,	ASD,	ASD
4385.062,	Ne II,	0.6642,	ASD,	025
4388.40681,	Fe I,	-0.3197,	30,	061
4388.95,	O IV,	0.5277,	UR3,	ASD
4389.47,	O IV,	0.6826,	UR3,	ASD
4389.976,	V I,	0.203,	ASD,	ASD
4391.82,	S II,	-0.4218,	3,	ASD
4391.995,	Ne II,	-0.1584,	ASD,	025
4393.923,	Ti I,	0.0217,	ASD,	ASD
4395.228,	V I,	-0.0194,	ASD,	ASD
4395.9347,	O II,	-0.1635,	15,	ASD
4400.57,	V I,	-0.4033,	ASD,	ASD
4401.5408,	Ni I,	0.0845,	ASD,	095
4403.733,	Si IV,	-0.1782,	18,	ASD
4403.733,	Si IV,	-0.0234,	18,	ASD
4403.83,	Si III,	-0.3446,	3,	ASD
4405.352,	Si III,	-0.4201,	3,	ASD
4405.895,	Si III,	-0.2494,	3,	ASD
4406.633,	V I,	-0.1933,	ASD,	ASD
4406.717,	Si III,	-0.0892,	3,	ASD
4407.638,	V I,	0.0111,	ASD,	ASD
4408.193,	V I,	0.0209,	ASD,	ASD
4411.152,	C II,	0.5105,	24,	ASD
4411.306,	S II,	-0.3815,	3,	ASD
4411.51,	C II,	0.5297,	24,	ASD
4413.109,	Ne II,	0.5448,	ASD,	025
4413.865,	Cr I,	-0.4039,	ASD,	ASD
4414.8985,	O II,	0.2072,	15,	ASD
4416.9748,	O II,	-0.0437,	15,	ASD
4417.2734,	Ti I,	-0.023,	ASD,	ASD
4422.687,	Cr I,	-0.4022,	ASD,	ASD
4424.267,	Cr I,	-0.3649,	ASD,	ASD
4425.4368,	Ca I,	-0.3802,	17,	ASD
4428.522,	Ne II,	-0.2347,	ASD,	025
4431.005,	S II,	0.0145,	3,	ASD
4432.368,	S II,	-0.352,	3,	ASD
4432.763,	Cr I,	0.3357,	ASD,	ASD
4434.957,	Ca I,	-0.027,	17,	ASD
4440.093,	O III,	-0.4073,	3,	039
4440.16,	C IV,	0.0135,	3,	045
4441.3,	C IV,	0.2686,	3,	045
4443.01,	O II,	-0.0474,	3,	ASD
4447.03,	N II,	0.2212,	12,	030
4447.694,	O III,	-0.1862,	3,	039
4448.191,	O II,	0.0825,	3,	ASD
4449.1432,	Ti I,	0.5008,	ASD,	ASD
4450.8961,	Ti I,	0.4095,	ASD,	ASD
4450.898,	V I,	-0.2048,	ASD,	ASD
4452.006,	V I,	0.6411,	ASD,	ASD
4453.3154,	Ti I,	-0.0509,	ASD,	ASD
4453.708,	Ti I,	-0.0093,	ASD,	ASD
4454.7785,	Ca I,	0.242,	17,	ASD
4455.3205,	Ti I,	2.0E-4,	ASD,	ASD
4456.382,	S II,	-0.4616,	3,	ASD
4457.4284,	Ti I,	0.1767,	ASD,	ASD
4457.757,	V I,	-0.0151,	ASD,	ASD
4459.0329,	Ni I,	-0.1209,	30,	095
4459.748,	V I,	-0.4919,	ASD,	ASD
4460.291,	V I,	-0.145,	ASD,	ASD
4461.607,	O III,	-0.0415,	3,	039
4462.384,	V I,	0.5022,	ASD,	ASD
4463.581,	S II,	0.219,	3,	ASD
4465.407,	O II,	0.3677,	3,	ASD
4465.802,	Ti I,	-0.1631,	ASD,	ASD
4466.235,	O II,	0.0318,	3,	ASD
4466.55122,	Fe I,	-0.4815,	30,	061
4467.465,	O II,	-0.2693,	3,	ASD
4467.924,	O II,	0.2425,	3,	ASD
4468.0,	V I,	-0.1619,	ASD,	ASD
4469.37558,	Fe I,	-0.2358,	30,	061
4469.378,	O II,	0.0663,	3,	ASD
4469.706,	V I,	0.3482,	ASD,	ASD
4470.4772,	Ni I,	-0.3993,	ASD,	095
4471.4743095,	He I,	-0.287,	31,	112
4474.0,		O IV,	-0.2154,	3,	ASD
4474.037,	V I,	0.0527,	ASD,	ASD
4476.07554,	Fe I,	-0.1752,	30,	061
4481.126,	Mg II,	0.7418,	19,	ASD
4481.259,	Ti I,	0.0799,	ASD,	ASD
4481.325,	Mg II,	0.5869,	19,	ASD
4483.427,	S II,	-0.0628,	3,	ASD
4484.27,	N III,	-0.4714,	3,	ASD
4485.7,		S IV,	0.0024,	3,	ASD
4486.634,	S II,	-0.4645,	3,	ASD
4490.542,	Cr I,	-0.0831,	ASD,	ASD
4492.316,	Cr I,	-0.3915,	ASD,	ASD
4494.043,	Si III,	-0.4176,	u3,	ASD
4495.253,	Cr I,	-0.3723,	ASD,	ASD
4496.058,	V I,	-0.138,	ASD,	ASD
4496.155,	Ti I,	-0.1758,	ASD,	ASD
4500.278,	Cr I,	-0.3501,	ASD,	ASD
4504.07,	S IV,	0.1555,	3,	ASD
4504.34,	N III,	-0.1053,	3,	ASD
4506.827,	Cr I,	-0.0434,	ASD,	ASD
4509.4474,	Ca I,	-0.3045,	3,	ASD
4510.88,	N III,	-0.46,	3,	ASD
4510.96,	N III,	-0.0586,	3,	ASD
4511.908,	Cr I,	-0.3434,	ASD,	ASD
4512.0,		N IV,	-0.3166,	U3,	ASD
4512.2678,	Ca I,	-0.0337,	3,	ASD
4512.7335,	Ti I,	-0.4797,	ASD,	ASD
4514.179,	V I,	-0.3942,	ASD,	ASD
4514.67,	N III,	-0.4743,	3,	ASD
4514.85,	N III,	0.2209,	3,	ASD
4515.811,	C III,	-0.2798,	3,	ASD
4516.788,	C III,	-0.058,	3,	ASD
4518.023,	Ti I,	-0.3242,	ASD,	ASD
4518.14,	N III,	-0.4607,	3,	ASD
4522.7958,	Ti I,	-0.3892,	ASD,	ASD
4523.56,	N III,	-0.354,	3,	ASD
4524.206,	V I,	-0.0357,	ASD,	ASD
4524.941,	S II,	0.0323,	22,	ASD
4525.13663,	Fe I,	-0.2343,	30,	061
4526.443,	Cr I,	-0.1554,	ASD,	ASD
4526.928,	Ca I,	-0.4224,	ASD,	ASD
4527.305,	Ti I,	-0.4708,	ASD,	ASD
4527.86,	N III,	-0.4703,	3,	ASD
4529.581,	V I,	-0.2285,	ASD,	ASD
4530.73,	Cr I,	-0.2715,	ASD,	ASD
4533.2392,	Ti I,	0.4763,	ASD,	ASD
4534.58,	N III,	-0.4289,	3,	ASD
4534.778,	Ti I,	0.2804,	ASD,	ASD
4535.05,	N III,	-0.1699,	3,	ASD
4535.695,	Cr I,	-0.3832,	ASD,	ASD
4539.7,		N III,	-0.4539,	3,	ASD
4540.488,	Cr I,	-0.4885,	ASD,	ASD
4540.734,	Cr I,	0.0287,	ASD,	ASD
4541.591,	He II,	-0.223,	28,	007
4544.84,	N III,	-0.1534,	3,	ASD
4545.387,	V I,	0.4512,	ASD,	ASD
4546.33,	N III,	0.0051,	3,	ASD
4548.7648,	Ti I,	-0.3543,	ASD,	ASD
4549.617,	Ti II,	-0.4666,	ASD,	089
4552.41,	S II,	-0.2055,	22,	ASD
4552.4556,	Ti I,	-0.3401,	ASD,	ASD
4552.622,	Si III,	0.2923,	17,	ASD
4553.997,	Si III,	-0.2015,	u3,	ASD
4554.64,	C IV,	-0.28,	3,	045
4555.387,	O III,	-0.4127,	3,	039
4555.485,	Ti I,	-0.4881,	ASD,	ASD
4557.273,	Si III,	-0.0695,	uU3,	ASD
4557.73,	O II,	-0.3232,	3,	ASD
4560.718,	V I,	0.3393,	ASD,	ASD
4563.438,	Ti I,	-0.1417,	ASD,	ASD
4564.151,	Cr I,	0.3163,	ASD,	ASD
4567.84,	Si III,	0.0682,	17,	ASD
4569.26,	O III,	0.0764,	3,	039
4571.784,	V I,	0.1775,	ASD,	ASD
4574.757,	Si III,	-0.4094,	17,	ASD
4578.5506,	Ca I,	-0.2427,	3,	ASD
4578.728,	V I,	0.1083,	ASD,	ASD
4579.189,	V I,	-0.4231,	ASD,	ASD
4581.395,	Ca I,	-0.0723,	3,	ASD
4584.5971,	Fe I,	-0.3747,	30,	061
4585.8655,	Ca I,	0.0876,	3,	ASD
4587.721,	O III,	-0.4532,	3,	039
4590.974,	O II,	0.3314,	15,	ASD
4591.98,	N III,	-0.2839,	3,	ASD
4592.5262,	Ni I,	-0.3152,	30,	095
4592.541,	Cr I,	-0.3445,	ASD,	ASD
4596.177,	O II,	0.1796,	15,	ASD
4601.478,	N II,	-0.452,	12,	030
4604.9875,	Ni I,	-0.2906,	ASD,	095
4605.16,	N III,	-0.2904,	3,	ASD
4607.3,		N IV,	0.6114,	3,	ASD
4610.55,	N III,	-0.1308,	3,	ASD
4610.608,	O III,	0.0218,	3,	039
4611.27888,	Fe I,	-0.4572,	30,	061
4616.39,	N III,	0.0766,	3,	ASD
4617.254,	Ti I,	0.389,	ASD,	ASD
4618.559,	C II,	0.6938,	24,	ASD
4619.249,	C II,	0.8651,	24,	ASD
4619.646,	Si III,	-0.3366,	u3,	ASD
4621.04,	N III,	-0.3253,	3,	ASD
4621.722,	Si II,	-0.4529,	3,	ASD
4622.453,	Cr I,	-0.0363,	ASD,	ASD
4623.094,	Ti I,	0.11,	ASD,	ASD
4625.918,	Cr I,	-0.3004,	ASD,	ASD
4630.539,	N II,	0.0804,	12,	030
4631.273,	Si IV,	0.9605,	1,	ASD
4631.273,	Si IV,	0.8479,	1,	ASD
4634.13,	N III,	-0.1163,	10,	ASD
4638.278,	Si III,	-0.4352,	u3,	ASD
4638.8558,	O II,	-0.3245,	15,	ASD
4639.931,	Ti I,	-0.1916,	ASD,	ASD
4640.64,	N III,	0.1386,	10,	ASD
4641.8103,	O II,	0.0665,	15,	ASD
4641.96,	N III,	-0.2938,	3,	ASD
4643.086,	N II,	-0.3709,	12,	030
4646.04,	N III,	-0.3276,	3,	ASD
4646.21,	C IV,	0.5252,	1,	045
4646.64,	C IV,	0.6803,	1,	045
4647.418,	C III,	0.0674,	9,	ASD
4648.155,	S II,	0.0234,	3,	ASD
4648.652,	Ni I,	-0.1548,	ASD,	095
4649.1347,	O II,	0.3246,	15,	ASD
4650.246,	C III,	-0.1548,	9,	ASD
4650.8384,	O II,	-0.349,	15,	ASD
4651.016,	C III,	-0.432,	3,	ASD
4654.312,	Si IV,	1.2164,	1,	ASD
4654.312,	Si IV,	1.1274,	1,	ASD
4657.55,	C IV,	0.8518,	1,	045
4657.55,	C IV,	0.9645,	1,	045
4658.2,		C IV,	1.1273,	1,	"045,	070"
4658.2,		C IV,	1.2163,	1,	"045,	070"
4659.14,	S IV,	-0.2983,	3,	ASD
4661.6324,	O II,	-0.2682,	15,	ASD
4665.86,	C III,	0.0437,	3,	ASD
4667.136,	Si IV,	0.167,	1,	ASD
4667.136,	Si IV,	0.2797,	1,	ASD
4668.564,	S II,	0.1764,	3,	ASD
4669.333,	Cr I,	-0.4859,	ASD,	ASD
4670.5,		C III,	-0.3863,	3,	ASD
4673.487,	O III,	-0.4612,	3,	039
4673.953,	C III,	-0.4342,	3,	ASD
4676.235,	O II,	-0.3796,	15,	ASD
4677.89,	C IV,	-0.0905,	1,	045
4678.15,	C IV,	0.0644,	1,	045
4678.8458,	Fe I,	-0.1811,	30,	061
4683.022,	Si III,	0.1346,	u3,	ASD
4683.794,	Si III,	-0.4395,	u3,	ASD
4684.4,		C IV,	0.2805,	1,	045
4684.4,		C IV,	0.1678,	1,	045
4685.16,	C IV,	0.4166,	1,	"045,	070"
4685.16,	C IV,	0.3276,	1,	"045,	070"
4685.2677,	Ca I,	-0.4489,	3,	ASD
4685.4,		C IV,	0.4116,	1,	070
4685.4,		C IV,	0.3381,	1,	070
4685.71,	He II,	1.1807,	28,	007
4687.03,	O IV,	-0.4345,	3,	ASD
4688.3,		C IV,	-0.48,	1,	045
4688.3,		C IV,	-0.3673,	1,	045
4689.1,		C IV,	-0.3541,	1,	"045,	070"
4689.1,		C IV,	-0.2652,	1,	"045,	070"
4689.1,		C IV,	-0.3481,	1,	070
4689.1,		C IV,	-0.2745,	1,	070
4689.2,		C IV,	-0.4874,	1,	070
4689.379,	Cr I,	-0.421,	ASD,	ASD
4691.419,	O II,	-0.3104,	3,	ASD
4698.466,	Cr I,	-0.2925,	ASD,	ASD
4699.011,	O II,	0.4178,	3,	ASD
4699.2185,	O II,	0.2378,	15,	ASD
4699.585,	Cr I,	-0.4116,	ASD,	ASD
4701.179,	O II,	0.0866,	3,	ASD
4701.5297,	Ni I,	-0.379,	ASD,	095
4702.9908,	Mg I,	-0.412,	3,	ASD
4703.161,	O II,	0.2625,	3,	ASD
4705.3458,	O II,	0.5326,	15,	ASD
4706.172,	V I,	-0.4963,	ASD,	ASD
4706.566,	V I,	-0.1019,	ASD,	ASD
4707.31,	N IV,	-0.2842,	3,	ASD
4707.31,	N IV,	0.8919,	3,	ASD
4707.31,	N IV,	1.0071,	3,	ASD
4707.31,	N IV,	-0.2842,	3,	ASD
4707.31,	N IV,	0.7738,	3,	ASD
4708.018,	Cr I,	0.1105,	ASD,	ASD
4709.4,		C III,	-0.4523,	3,	ASD
4709.58,	N II,	-0.3718,	3,	030
4710.556,	V I,	-0.1198,	ASD,	ASD
4714.4173,	Ni I,	0.2271,	ASD,	095
4715.7617,	Ni I,	-0.3307,	ASD,	095
4716.271,	S II,	-0.3683,	22,	ASD
4716.654,	Si III,	0.4908,	3,	ASD
4718.38,	N II,	-0.0416,	3,	030
4718.426,	Cr I,	0.0966,	ASD,	ASD
4727.376,	C II,	-0.2194,	24,	ASD
4729.442,	S II,	-0.479,	3,	ASD
4730.521,	Si III,	-0.3469,	u3,	ASD
4730.704,	Cr I,	-0.1919,	ASD,	ASD
4732.619,	Ne III,	0.1952,	3,	008
4734.264,	Ne III,	0.1042,	3,	008
4734.69,	Ne III,	-0.0621,	3,	008
4734.717,	C II,	-0.3743,	24,	ASD
4734.825,	Ne III,	-0.256,	3,	008
4737.38,	Cr I,	-0.0988,	ASD,	ASD
4737.65,	Sc I,	2.0738,	ASD,	ASD
4741.031,	Sc I,	2.265,	ASD,	ASD
4741.094,	Cr I,	-0.4307,	ASD,	ASD
4742.7916,	Ti I,	0.2067,	ASD,	ASD
4743.83,	Sc I,	2.4227,	ASD,	ASD
4746.56,	N III,	-0.3269,	3,	ASD
4750.981,	V I,	-0.3368,	ASD,	ASD
4753.929,	V I,	-0.2937,	ASD,	ASD
4755.092,	S II,	0.1681,	3,	ASD
4756.137,	Cr I,	0.0869,	ASD,	ASD
4756.5153,	Ni I,	-0.339,	ASD,	095
4757.474,	V I,	-0.2873,	ASD,	ASD
4758.1201,	Ti I,	0.4255,	ASD,	ASD
4759.272,	Ti I,	0.5144,	ASD,	ASD
4763.375,	S II,	-0.0245,	3,	ASD
4764.274,	Cr I,	-0.2832,	ASD,	ASD
4766.623,	V I,	-0.1172,	ASD,	ASD
4772.724,	N II,	-0.2999,	3,	030
4774.33,	N IV,	-0.2898,	3,	ASD
4776.347,	V I,	0.02,	ASD,	ASD
4781.752,	Ni II,	-0.3757,	30,	100
4783.42,	O IV,	-0.3727,	3,	ASD
4785.0,		O IV,	-0.4083,	3,	ASD
4785.85,	C IV,	-0.3883,	3,	045
4786.508,	V I,	0.1113,	ASD,	ASD
4786.5354,	Ni I,	-0.1672,	ASD,	095
4788.138,	N II,	-0.366,	12,	030
4789.34,	Cr I,	-0.365,	ASD,	ASD
4792.007,	S II,	-0.1168,	3,	ASD
4792.499,	Cr I,	-0.3488,	ASD,	ASD
4796.914,	V I,	0.2193,	ASD,	ASD
4798.27,	O IV,	-0.0942,	3,	ASD
4801.047,	Cr I,	-0.1304,	ASD,	ASD
4803.287,	N II,	-0.1151,	12,	030
4803.53,	N IV,	0.9246,	3,	ASD
4804.94,	O IV,	-0.4295,	UR3,	ASD
4805.416,	Ti I,	0.1481,	ASD,	ASD
4807.521,	V I,	0.3826,	ASD,	ASD
4811.915,	Ni II,	-0.3595,	30,	100
4813.333,	Si III,	0.7058,	3,	ASD
4815.552,	S II,	0.0677,	22,	ASD
4819.301,	Cr I,	-0.4989,	ASD,	ASD
4819.626,	S II,	-0.183,	3,	ASD
4819.712,	Si III,	0.8233,	3,	ASD
4819.814,	Si III,	-0.3528,	3,	ASD
4820.4101,	Ti I,	-0.4394,	ASD,	ASD
4824.059,	S II,	0.0719,	3,	ASD
4828.95,	Si III,	0.9376,	3,	ASD
4829.0232,	Ni I,	-0.3323,	ASD,	095
4829.111,	Si III,	-0.3537,	3,	ASD
4831.1757,	Ni I,	-0.4066,	ASD,	095
4831.706,	Ni II,	-0.1618,	30,	100
4838.6432,	Ni I,	-0.2669,	ASD,	095
4839.849,	Ni II,	-0.1469,	30,	100
4842.632,	Ni II,	-0.1141,	30,	100
4843.643,	Ni II,	-0.4828,	30,	100
4851.167,	Ni II,	-0.06,	30,	100
4853.336,	Ni II,	0.6212,	30,	100
4855.411,	Ni I,	0.0034,	ASD,	095
4856.0119,	Ti I,	0.4408,	ASD,	ASD
4856.156,	Ni II,	-0.1391,	30,	100
4858.7,		N III,	-0.2111,	3,	ASD
4858.98,	N III,	-0.007,	3,	ASD
4859.319,	He II,	0.0144,	28,	007
4859.52,	C III,	-0.2868,	3,	ASD
4859.55,	C III,	-0.1161,	3,	ASD
4859.65,	C III,	0.0442,	3,	ASD
4860.188,	Ni II,	0.3997,	30,	100
4860.965,	O II,	-0.1765,	3,	ASD
4861.27,	N III,	0.1776,	3,	ASD
4861.325,	H I,	-0.0199,	28,	007
4865.82,	Fe III,	0.0509,	3,	ASD
4866.2711,	Ni I,	-0.2291,	30,	095
4867.08,	Fe III,	-0.2503,	3,	ASD
4867.17,	N III,	0.341,	3,	ASD
4870.06,	N IV,	-0.2895,	3,	ASD
4870.801,	Cr I,	0.0496,	ASD,	ASD
4871.205,	Ni II,	-0.2907,	30,	100
4871.318,	Fe I,	-0.2418,	30,	061
4871.523,	O II,	0.0778,	3,	ASD
4872.1375,	Fe I,	-0.4413,	30,	061
4872.14,	Ni II,	0.0682,	30,	100
4873.6,		N III,	-0.4944,	3,	ASD
4878.1257,	Ca I,	-0.4463,	3,	ASD
4883.18,	Si II,	-0.2894,	3,	ASD
4883.54,	Fe III,	0.2834,	3,	ASD
4884.78,	Fe III,	-0.0969,	3,	ASD
4885.0821,	Ti I,	0.358,	ASD,	ASD
4886.276,	Ni II,	0.1399,	30,	100
4887.026,	Cr I,	0.1007,	ASD,	ASD
4889.306,	Ni II,	-0.308,	30,	100
4890.7551,	Fe I,	-0.2782,	30,	061
4890.8559,	O II,	-0.4694,	15,	ASD
4891.4922,	Fe I,	0.0128,	30,	061
4898.945,	Ni II,	0.3766,	30,	100
4901.277,	S II,	-0.4945,	3,	ASD
4904.15,	Fe III,	0.4754,	3,	ASD
4904.4119,	Ni I,	-0.1732,	ASD,	095
4904.78,	N III,	-0.2561,	3,	ASD
4905.4,		Fe III,	-0.0776,	3,	ASD
4906.8299,	O II,	-0.1568,	15,	ASD
4907.04,	Si II,	0.0059,	3,	ASD
4907.04,	N III,	-0.1344,	3,	ASD
4907.3,		N III,	0.0205,	3,	ASD
4909.892,	Ni II,	0.1335,	30,	100
4911.193,	Ti II,	-0.3343,	ASD,	089
4913.6161,	Ti I,	0.1605,	ASD,	ASD
4916.67,	S IV,	-0.3154,	3,	ASD
4917.198,	S II,	-0.3773,	22,	ASD
4918.3641,	Ni I,	-0.2334,	ASD,	095
4918.9938,	Fe I,	-0.2321,	30,	061
4920.5024,	Fe I,	0.2041,	30,	061
4921.608,	Ni II,	-0.3382,	30,	100
4921.9310128,	He I,	-0.4418,	31,	112
4922.28,	Cr I,	0.2764,	ASD,	ASD
4924.11,	S II,	-0.3445,	22,	ASD
4924.5291,	O II,	0.0516,	15,	ASD
4925.343,	S II,	-0.2097,	22,	ASD
4928.332,	Ti I,	0.0529,	ASD,	ASD
4930.896,	Fe III,	0.6393,	3,	ASD
4932.12,	Fe III,	-0.2261,	3,	ASD
4932.658,	Ni II,	0.1335,	30,	100
4935.8306,	Ni I,	-0.358,	ASD,	095
4937.3478,	Ni I,	-0.4035,	ASD,	095
4937.352,	Ni II,	0.301,	30,	100
4941.0717,	O II,	0.0179,	15,	ASD
4941.3,		O IV,	-0.3763,	3,	ASD
4942.788,	Ni II,	-0.3799,	30,	100
4943.0052,	O II,	0.3072,	15,	ASD
